"","salario","vacaciones","salario_por_hora","impuestos","sexo","mercado","categoria","distancia","vacaciones_num"
"2144",12000,"22",5.90094836670179,26.6,"MUJER","NACIONAL","TECNICO",6,21
"2145",13200,"22",6.49104320337197,22.22,"MUJER","NACIONAL","TECNICO",21,21
"2146",38279.57,"24",19.8413172898926,475.36,"HOMBRE","NACIONAL","MANDO_MEDIO",12,23
"2147",119786.4,"24",62.0884709366901,2959.33,"HOMBRE","NACIONAL","DIRECTIVO",21,23
"2148",31473.2,"22",15.0898904109589,334.88,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",10,21
"2149",12878.44,"22",6.17459452054795,32.24,"MUJER","LOCAL O REGIONAL","TECNICO",9,21
"2150",49079.65,"24",23.5313390410959,1420.49,"HOMBRE","NACIONAL","MANDO_MEDIO",66,23
"2151",8493.96,"24",4.07244657534247,24.12,"MUJER","NACIONAL","TECNICO",24,23
"2152",21410.38,"22",11.0975683080341,248.56,"HOMBRE","NACIONAL","TECNICO",63,21
"2153",24758.27,"22",12.8328685671973,496.8,"MUJER","LOCAL O REGIONAL","TECNICO",74,21
"2154",25012.83,"22",12.9648137726768,354.43,"HOMBRE","LOCAL O REGIONAL","TECNICO",45,21
"2155",24683.36,"24",11.8344876712329,345.87,"HOMBRE","MUNDIAL","TECNICO",13,23
"2156",29671.66,"24",15.3796090336912,76.02,"HOMBRE","NACIONAL","TECNICO",8,23
"2157",25410.12,"25",12.4953171759747,375.47,"MUJER","NACIONAL","TECNICO",61,24
"2158",42030.93,"25",20.6685289778714,782.04,"MUJER","NACIONAL","MANDO_MEDIO",7,24
"2159",50459,"22",24.1926712328767,853.78,"MUJER","NACIONAL","MANDO_MEDIO",49,21
"2160",87144.12,"23",41.7814273972603,2441.49,"HOMBRE","MUNDIAL","MANDO_MEDIO",11,22
"2161",61806,"22",30.3928345626976,1069.58,"MUJER","NACIONAL","MANDO_MEDIO",26,21
"2162",22601.33,"24",10.836254109589,153.36,"MUJER","LOCAL O REGIONAL","TECNICO",3,23
"2163",23000,"23",11.027397260274,287.5,"HOMBRE","LOCAL O REGIONAL","TECNICO",60,22
"2164",32226.57,"22",15.4510952054794,369.4,"HOMBRE","NACIONAL","MANDO_MEDIO",36,21
"2165",33727.19,"22",17.0216532083634,438.75,"HOMBRE","NACIONAL","MANDO_MEDIO",8,21
"2166",8306.72,"23",3.98267397260274,20.77,"MUJER","NACIONAL","TECNICO",43,22
"2167",18972.4,"22",9.09635616438356,176.17,"MUJER","MUNDIAL","TECNICO",38,21
"2168",13701.46,"22",6.56919315068493,102.96,"MUJER","MUNDIAL","TECNICO",3,21
"2169",48951.98,"22",23.4701273972603,801.68,"MUJER","UNIÓN EUROPEA","MANDO_MEDIO",67,21
"2170",27091.12,"25",13.3219416930102,566.41,"HOMBRE","MUNDIAL","TECNICO",65,24
"2171",46499.9,"22",22.2944726027397,739.28,"HOMBRE","NACIONAL","MANDO_MEDIO",17,21
"2172",67534.3,"25",34.0836409516943,1171.65,"MUJER","MUNDIAL","MANDO_MEDIO",47,24
"2173",15970.08,"22",9.57110958904109,127.63,"MUJER","NACIONAL","TECNICO",28,21
"2174",55202,"22",26.4667123287671,926.34,"MUJER","NACIONAL","MANDO_MEDIO",4,21
"2175",49868,"22",23.9093150684932,868.25,"MUJER","NACIONAL","MANDO_MEDIO",47,21
"2176",15875.63,"7",7.61160342465753,467.5,"HOMBRE","UNIÓN EUROPEA","TECNICO",68,6
"2177",16122.32,"16",7.72987945205479,20.95,"HOMBRE","NACIONAL","TECNICO",70,15
"2178",5957,"5",2.85609589041096,28.22,"HOMBRE","NACIONAL","TECNICO",78,4
"2179",27012.07,"22",12.9509924657534,311.64,"HOMBRE","LOCAL O REGIONAL","TECNICO",25,21
"2180",116130.17,"23",55.678848630137,2518.92,"HOMBRE","NACIONAL","MANDO_MEDIO",65,22
"2181",8301.5,"23",3.98017123287671,119.73,"HOMBRE","NACIONAL","TECNICO",69,22
"2182",26196,"22",12.5597260273973,327,"MUJER","NACIONAL","TECNICO",45,21
"2183",5877.76,"8",2.81810410958904,38.33,"MUJER","NACIONAL","TECNICO",63,7
"2184",21612.88,"26",11.8426739726027,144.5,"MUJER","NACIONAL","TECNICO",72,25
"2185",22132.6,"22",10.6115205479452,221.11,"HOMBRE","NACIONAL","TECNICO",21,21
"2186",32753.44,"22",15.703704109589,735.33,"MUJER","NACIONAL","MANDO_MEDIO",20,21
"2187",46633.25,"22",22.3584075342466,660.9,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",71,21
"2188",24416.67,"22",11.7066226027397,252.15,"MUJER","LOCAL O REGIONAL","TECNICO",56,21
"2189",25153.41,"22",12.059854109589,299.78,"HOMBRE","LOCAL O REGIONAL","TECNICO",79,21
"2190",44674.11,"22",23.1557771195853,654.72,"MUJER","UNIÓN EUROPEA","MANDO_MEDIO",74,21
"2191",4314.6,"22",2.23637171417993,0,"HOMBRE","NACIONAL","TECNICO",42,21
"2192",50393.06,"23",24.1610561643836,817.58,"HOMBRE","MUNDIAL","MANDO_MEDIO",34,22
"2193",21147.79,"23",10.139351369863,208.32,"HOMBRE","MUNDIAL","TECNICO",69,22
"2194",63169.55,"25",31.0633544081489,1426.28,"HOMBRE","NACIONAL","MANDO_MEDIO",58,24
"2195",42546.35,"25",20.9219845451352,720.83,"MUJER","NACIONAL","MANDO_MEDIO",46,24
"2196",55656.6,"23",26.6846712328767,1147.14,"MUJER","NACIONAL","MANDO_MEDIO",58,22
"2197",6398.69,"26",6.1357301369863,11.81,"MUJER","LOCAL O REGIONAL","TECNICO",70,25
"2198",61334.64,"25",29.4070191780822,1231.84,"HOMBRE","NACIONAL","MANDO_MEDIO",16,24
"2199",19278.81,"30",9.24326506849315,193.7,"MUJER","NACIONAL","TECNICO",2,29
"2200",26973.93,"30",12.9327061643836,300.18,"HOMBRE","NACIONAL","TECNICO",80,29
"2201",86539.64,"24",42.5554956094134,1676.93,"HOMBRE","NACIONAL","MANDO_MEDIO",61,23
"2202",235381.63,"22",112.854206164384,3315.35,"HOMBRE","NACIONAL","DIRECTIVO",66,21
"2203",22334.64,"30",10.7083890410959,241.96,"MUJER","NACIONAL","TECNICO",54,29
"2204",31681.74,"28",16.4214868567197,363,"MUJER","NACIONAL","MANDO_MEDIO",14,27
"2205",7778.56,"30",7.45889315068493,11.22,"MUJER","NACIONAL","TECNICO",34,29
"2206",17630.02,"27",8.45274931506849,140.52,"HOMBRE","MUNDIAL","TECNICO",45,26
"2207",32629.23,"27",15.644151369863,442.63,"HOMBRE","MUNDIAL","MANDO_MEDIO",16,26
"2208",24789.52,"22",12.8490662717512,140.45,"HOMBRE","LOCAL O REGIONAL","TECNICO",64,21
"2209",26160.69,"22",13.5597800814513,170.59,"MUJER","NACIONAL","TECNICO",6,21
"2210",3100.92,"22",9.91161643835617,0,"MUJER","NACIONAL","TECNICO",67,21
"2211",12600,"22",6.04109589041096,38.97,"MUJER","LOCAL O REGIONAL","TECNICO",31,21
"2212",9173.33,"11",4.39817191780822,160.88,"HOMBRE","NACIONAL","TECNICO",78,10
"2213",17650,"22",8.46232876712329,150,"MUJER","LOCAL O REGIONAL","TECNICO",5,21
"2214",6769.1,"22",6.49091780821918,9.59,"MUJER","LOCAL O REGIONAL","TECNICO",11,21
"2215",21712.4,"22",10.4100547945205,203.3,"HOMBRE","NACIONAL","TECNICO",65,21
"2216",23700.57,"30",11.3632869863014,306.27,"HOMBRE","NACIONAL","TECNICO",53,29
"2217",16799.14,"30",8.05438219178082,116.73,"MUJER","NACIONAL","TECNICO",69,29
"2218",17244.06,"30",8.2677,137.79,"HOMBRE","NACIONAL","TECNICO",78,29
"2219",1520.75,"23",1.94433789954338,8.51,"MUJER","NACIONAL","TECNICO",20,22
"2220",4153.69,"23",6.63831735159817,9.57,"MUJER","NACIONAL","TECNICO",19,22
"2221",50737.62,"25",25.6065854361932,1098.11,"HOMBRE","MUNDIAL","MANDO_MEDIO",13,24
"2222",47289.68,"25",23.8664571016583,923.81,"HOMBRE","MUNDIAL","MANDO_MEDIO",20,24
"2223",26276.99,"25",12.5985568493151,335.63,"HOMBRE","NACIONAL","TECNICO",76,24
"2224",19509.06,"22",10.1120636801185,166.83,"HOMBRE","NACIONAL","TECNICO",44,21
"2225",32280.13,"20",15.4767746575342,406.7,"HOMBRE","MUNDIAL","MANDO_MEDIO",1,19
"2226",15801.47,"22",7.57604726027397,102.68,"HOMBRE","NACIONAL","TECNICO",60,21
"2227",31752.91,"22",15.2239979452055,559.9,"HOMBRE","NACIONAL","MANDO_MEDIO",37,21
"2228",24053.24,"22",11.5323753424658,255.92,"MUJER","NACIONAL","TECNICO",9,21
"2229",85306.44,"22",40.9003479452055,1843.33,"HOMBRE","UNIÓN EUROPEA","MANDO_MEDIO",33,21
"2230",9885.63,"22",9.47937123287671,0,"MUJER","LOCAL O REGIONAL","TECNICO",53,21
"2231",9316.94,"22",8.93405205479452,0,"MUJER","LOCAL O REGIONAL","TECNICO",1,21
"2232",5812.03,"23",2.7865897260274,18.55,"HOMBRE","NACIONAL","TECNICO",68,22
"2233",4047.7,"5",1.94067808219178,26.2,"HOMBRE","NACIONAL","TECNICO",10,4
"2234",7571.41,"30",7.26025616438356,0,"HOMBRE","LOCAL O REGIONAL","TECNICO",72,29
"2235",54408.27,"25",29.8127506849315,457.79,"HOMBRE","NACIONAL","MANDO_MEDIO",77,24
"2236",28008.69,"25",13.4288239726027,367.97,"HOMBRE","NACIONAL","TECNICO",23,24
"2237",9282.02,"22",5.93371141552511,33.75,"MUJER","NACIONAL","TECNICO",37,21
"2238",4917,"22",6.28657534246575,8.94,"MUJER","NACIONAL","TECNICO",70,21
"2239",30219.65,"22",15.6636467974824,389.18,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",39,21
"2240",19763.26,"22",10.2438222880415,169.54,"MUJER","LOCAL O REGIONAL","TECNICO",29,21
"2241",39476.77,"22",20.4618578304332,1133.54,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",35,21
"2242",38050.65,"30",19.203644556597,691.83,"HOMBRE","MUNDIAL","MANDO_MEDIO",5,29
"2243",13116.7,"22",6.28882876712329,171.08,"HOMBRE","UNIÓN EUROPEA","TECNICO",40,21
"2244",30192.53,"22",14.4758705479452,337.5,"MUJER","NACIONAL","MANDO_MEDIO",51,21
"2245",14077.84,"22",6.74964931506849,156.12,"MUJER","NACIONAL","TECNICO",77,21
"2246",16746.05,"22",8.02892808219178,171.7,"MUJER","NACIONAL","TECNICO",56,21
"2247",9979.56,"25",5.03654794520548,0,"MUJER","NACIONAL","TECNICO",36,24
"2248",4171.65,"25",4.00021232876712,12.66,"MUJER","NACIONAL","TECNICO",15,24
"2249",40364.44,"25",20.9219607552758,712.05,"HOMBRE","NACIONAL","MANDO_MEDIO",51,24
"2250",44732.28,"25",23.1859281747501,759.76,"HOMBRE","NACIONAL","MANDO_MEDIO",79,24
"2251",31563.98,"25",16.3604487226953,438.24,"MUJER","NACIONAL","MANDO_MEDIO",48,24
"2252",38641.19,"22",18.5265979452055,471.66,"HOMBRE","NACIONAL","MANDO_MEDIO",33,21
"2253",26636.02,"22",12.7706945205479,248.29,"HOMBRE","NACIONAL","TECNICO",55,21
"2254",28371.94,"22",14.7059296556831,378.79,"HOMBRE","LOCAL O REGIONAL","TECNICO",79,21
"2255",44107.01,"22",22.8618341355054,77.92,"HOMBRE","NACIONAL","MANDO_MEDIO",2,21
"2256",27670.27,"22",14.3422354683451,313.23,"MUJER","NACIONAL","TECNICO",19,21
"2257",20620.62,"24",9.88659863013699,157.49,"HOMBRE","NACIONAL","TECNICO",28,23
"2258",11493.28,"22",5.9572721214365,0,"MUJER","LOCAL O REGIONAL","TECNICO",61,21
"2259",16615.27,"24",7.96622534246575,33.97,"HOMBRE","NACIONAL","TECNICO",24,23
"2260",17579.08,"24",8.42832602739726,175.87,"HOMBRE","NACIONAL","TECNICO",11,23
"2261",23305.89,"24",11.1740568493151,256.27,"HOMBRE","LOCAL O REGIONAL","TECNICO",43,23
"2262",22083.93,"24",10.5881856164384,262.19,"HOMBRE","LOCAL O REGIONAL","TECNICO",22,23
"2263",21168.64,"26",10.1493479452055,142.09,"HOMBRE","MUNDIAL","TECNICO",28,25
"2264",7877.39,"22",7.95122278298486,0,"HOMBRE","LOCAL O REGIONAL","TECNICO",78,21
"2265",13327.82,"22",6.39005068493151,18.84,"MUJER","NACIONAL","TECNICO",60,21
"2266",39041.55,"22",18.718551369863,548.26,"HOMBRE","NACIONAL","MANDO_MEDIO",65,21
"2267",31300.8,"22",15.0072328767123,365.19,"HOMBRE","NACIONAL","MANDO_MEDIO",30,21
"2268",18881.09,"22",9.7865701592003,173.89,"HOMBRE","NACIONAL","TECNICO",12,21
"2269",24000,"22",11.2261944537254,320,"HOMBRE","LOCAL O REGIONAL","TECNICO",34,21
"2270",19980.25,"24",9.57957191780822,157.6,"HOMBRE","MUNDIAL","TECNICO",53,23
"2271",82085.72,"27",41.4275443403028,1510.03,"HOMBRE","NACIONAL","MANDO_MEDIO",60,26
"2272",63546.53,"27",32.0710677721701,1350.59,"HOMBRE","NACIONAL","MANDO_MEDIO",72,26
"2273",17485.18,"22",8.38330547945205,153.5,"HOMBRE","NACIONAL","TECNICO",79,21
"2274",14799.45,"22",7.09562671232877,90.5,"HOMBRE","MUNDIAL","TECNICO",50,21
"2275",37385.94,"28",18.8681744772891,633.24,"MUJER","NACIONAL","MANDO_MEDIO",50,27
"2276",27897.79,"28",14.0796344628695,364.39,"MUJER","NACIONAL","TECNICO",3,27
"2277",7919.25,"30",6.32816780821918,13.38,"MUJER","LOCAL O REGIONAL","TECNICO",62,29
"2278",13924.87,"14",7.21762976675306,121.81,"MUJER","LOCAL O REGIONAL","TECNICO",16,13
"2279",30794.01,"22",15.9613528322843,414.81,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",68,21
"2280",52757.47,"23",28.908202739726,803.36,"HOMBRE","NACIONAL","MANDO_MEDIO",65,22
"2281",17999.94,"21",8.63010821917808,168.56,"MUJER","NACIONAL","TECNICO",62,20
"2282",12302.29,"30",5.89835821917808,134.21,"HOMBRE","NACIONAL","TECNICO",53,29
"2283",14288.91,"30",6.85084726027397,97.47,"HOMBRE","NACIONAL","TECNICO",28,29
"2284",14182.86,"49",6.80000136986301,96.97,"MUJER","LOCAL O REGIONAL","TECNICO",3,37
"2285",16006.37,"49",7.67428698630137,116.02,"MUJER","LOCAL O REGIONAL","TECNICO",64,37
"2286",18236.04,"49",8.74330684931507,137,"HOMBRE","LOCAL O REGIONAL","TECNICO",57,37
"2287",65667.17,"22",31.4842595890411,1403.3,"MUJER","NACIONAL","MANDO_MEDIO",17,21
"2288",43035.39,"25",20.6334061643836,674.36,"HOMBRE","NACIONAL","MANDO_MEDIO",28,24
"2289",9103.2,"22",4.71843021103295,0,"MUJER","LOCAL O REGIONAL","TECNICO",49,21
"2290",7856.97,"22",8.37120091324201,0,"MUJER","LOCAL O REGIONAL","TECNICO",1,21
"2291",3235.7,"8",1.67714920399852,15.06,"HOMBRE","LOCAL O REGIONAL","TECNICO",52,7
"2292",5090.26,"11",5.42341248097413,34.81,"HOMBRE","NACIONAL","TECNICO",65,10
"2293",39766.59,"22",20.6120792299148,557.01,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",67,21
"2294",17762.91,"22",9.20698778230285,117.58,"HOMBRE","LOCAL O REGIONAL","TECNICO",37,21
"2295",19122.69,"22",9.91179785264717,117.22,"HOMBRE","LOCAL O REGIONAL","TECNICO",71,21
"2296",20846.99,"22",10.8055483154387,0,"MUJER","LOCAL O REGIONAL","TECNICO",68,21
"2297",15331.69,"22",7.94682191780822,61.72,"MUJER","LOCAL O REGIONAL","TECNICO",40,21
"2298",18186.21,"24",8.71941575342466,51.34,"HOMBRE","LOCAL O REGIONAL","TECNICO",54,23
"2299",18186.21,"24",8.71941575342466,141.19,"HOMBRE","LOCAL O REGIONAL","TECNICO",48,23
"2300",24568.65,"22",11.7794897260274,277.85,"HOMBRE","UNIÓN EUROPEA","TECNICO",77,21
"2301",43125.02,"22",20.6763794520548,1068.76,"HOMBRE","UNIÓN EUROPEA","MANDO_MEDIO",35,21
"2302",24781.27,"23",11.8814308219178,265.2,"HOMBRE","LOCAL O REGIONAL","TECNICO",60,22
"2303",23260.87,"23",12.0567263976305,254.58,"HOMBRE","NACIONAL","TECNICO",26,22
"2304",15573.76,"23",8.07229322473158,122.7,"MUJER","NACIONAL","TECNICO",14,22
"2305",43400.71,"25",22.4957400962606,711.26,"MUJER","NACIONAL","MANDO_MEDIO",2,24
"2306",2234.1,"25",6.12082191780822,15.97,"HOMBRE","LOCAL O REGIONAL","TECNICO",48,24
"2307",23762.85,"24",11.393147260274,330.73,"HOMBRE","LOCAL O REGIONAL","TECNICO",5,23
"2308",8204.07,"22",3.93345821917808,90.23,"HOMBRE","LOCAL O REGIONAL","TECNICO",78,21
"2309",1558.08,"22",5.97619726027397,2.6,"MUJER","LOCAL O REGIONAL","TECNICO",24,21
"2310",30725.8,"22",16.8360547945205,396.75,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",10,21
"2311",16000,"22",7.67123287671233,160,"HOMBRE","NACIONAL","TECNICO",9,21
"2312",3313.19,"8",1.58851575342466,25.73,"HOMBRE","LOCAL O REGIONAL","TECNICO",57,7
"2313",22844.44,"22",11.8408796741947,233.26,"HOMBRE","LOCAL O REGIONAL","TECNICO",58,21
"2314",9000,"30",4.31506849315068,70.1,"HOMBRE","NACIONAL","TECNICO",5,29
"2315",9203.92,"8",4.41283835616438,54.25,"MUJER","UNIÓN EUROPEA","TECNICO",57,7
"2316",8440.04,"10",4.04659452054795,215.5,"HOMBRE","LOCAL O REGIONAL","TECNICO",22,9
"2317",30099.57,"22",15.6014061458719,520.42,"HOMBRE","UNIÓN EUROPEA","MANDO_MEDIO",74,21
"2318",30040.69,"22",15.5708870788597,546.16,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",14,21
"2319",10231.6,"13",4.90556164383562,118.35,"HOMBRE","NACIONAL","TECNICO",65,12
"2320",15321,"22",15.4645998558039,96.6,"MUJER","LOCAL O REGIONAL","TECNICO",65,21
"2321",15575,"22",15.7209805335256,111.59,"MUJER","LOCAL O REGIONAL","TECNICO",76,21
"2322",14434.79,"22",13.8415794520548,107.46,"MUJER","NACIONAL","TECNICO",6,21
"2323",113669.73,"25",57.3675638067772,1294.65,"HOMBRE","NACIONAL","MANDO_MEDIO",66,24
"2324",51967.22,"25",26.2271478010094,861.56,"HOMBRE","NACIONAL","MANDO_MEDIO",51,24
"2325",17593.38,"10",9.64020821917808,232.1,"HOMBRE","MUNDIAL","TECNICO",31,9
"2326",55886.73,"27",26.7950075342466,877.93,"HOMBRE","NACIONAL","MANDO_MEDIO",40,26
"2327",28652.07,"30",13.7372938356164,707.57,"HOMBRE","MUNDIAL","TECNICO",25,29
"2328",70632.72,"22",36.6108137726768,1925.91,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",7,21
"2329",8275.49,"22",8.81711263318113,13.79,"MUJER","LOCAL O REGIONAL","TECNICO",70,21
"2330",38496.57,"25",18.4572595890411,544.05,"HOMBRE","NACIONAL","MANDO_MEDIO",33,24
"2331",14463.2,"27",7.11221636810678,39,"MUJER","NACIONAL","TECNICO",46,26
"2332",21546.9,"28",10.3307054794521,197.95,"MUJER","NACIONAL","TECNICO",67,27
"2333",23982.56,"21",11.4984876712329,274.09,"MUJER","LOCAL O REGIONAL","TECNICO",34,20
"2334",24301.19,"22",11.9500056199508,276.74,"MUJER","MUNDIAL","TECNICO",50,21
"2335",18276.3,"23",9.22379956741168,245.42,"HOMBRE","UNIÓN EUROPEA","TECNICO",59,22
"2336",27222.46,"22",13.0518643835616,387.51,"HOMBRE","LOCAL O REGIONAL","TECNICO",80,21
"2337",41646.06,"23",19.9672890410959,629.89,"HOMBRE","NACIONAL","MANDO_MEDIO",6,22
"2338",18714.73,"24",9.70034135505368,158.32,"MUJER","LOCAL O REGIONAL","TECNICO",74,23
"2339",57451.09,"22",27.5450431506849,901.27,"HOMBRE","NACIONAL","MANDO_MEDIO",75,21
"2340",47369.18,"24",22.7112506849315,874.51,"HOMBRE","UNIÓN EUROPEA","MANDO_MEDIO",40,23
"2341",46428.73,"24",22.26035,857.14,"HOMBRE","UNIÓN EUROPEA","MANDO_MEDIO",67,23
"2342",29714.21,"24",14.2465390410959,411.43,"HOMBRE","UNIÓN EUROPEA","TECNICO",59,23
"2343",48761.2,"24",23.3786575342466,779.33,"MUJER","UNIÓN EUROPEA","MANDO_MEDIO",13,23
"2344",20269.82,"29",11.1067506849315,203.75,"HOMBRE","LOCAL O REGIONAL","TECNICO",16,28
"2345",21170.24,"30",10.1501150684932,167.1,"HOMBRE","LOCAL O REGIONAL","TECNICO",10,29
"2346",31909.15,"22",16.5393594964828,306.1,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",25,21
"2347",24913.05,"22",12.5732768565249,299.44,"HOMBRE","NACIONAL","TECNICO",74,21
"2348",30712.8,"28",15.5003316510454,490.09,"HOMBRE","NACIONAL","MANDO_MEDIO",8,27
"2349",16397.38,"22",8.49919733432062,130.07,"MUJER","UNIÓN EUROPEA","TECNICO",17,21
"2350",39561.31,"25",18.967751369863,584.04,"HOMBRE","NACIONAL","MANDO_MEDIO",35,24
"2351",15716.48,"22",11.5927671232877,153.53,"MUJER","LOCAL O REGIONAL","TECNICO",57,21
"2352",25107.38,"22",13.013821547575,325.77,"MUJER","LOCAL O REGIONAL","TECNICO",52,21
"2353",18313.43,"22",9.49233691225472,206.18,"MUJER","LOCAL O REGIONAL","TECNICO",11,21
"2354",55617.71,"22",26.6660253424658,982.32,"HOMBRE","NACIONAL","MANDO_MEDIO",20,21
"2355",50135.14,"30",24.037395890411,924.98,"MUJER","MUNDIAL","MANDO_MEDIO",5,29
"2356",21523.36,"22",10.3194191780822,215.41,"HOMBRE","MUNDIAL","TECNICO",4,21
"2357",9653.29,"30",7.71381621004566,142.52,"HOMBRE","MUNDIAL","TECNICO",73,29
"2358",50000,"23",23.972602739726,857.14,"HOMBRE","NACIONAL","MANDO_MEDIO",62,22
"2359",10928.1,"23",8.3832,32.14,"MUJER","NACIONAL","TECNICO",51,22
"2360",57436.36,"26",28.9873482335977,1198.25,"HOMBRE","NACIONAL","MANDO_MEDIO",51,25
"2361",34727.48,"26",17.5264859408796,600.17,"MUJER","NACIONAL","MANDO_MEDIO",34,25
"2362",28209.6,"25",13.8719494204426,272.79,"HOMBRE","MUNDIAL","TECNICO",39,24
"2363",20821.32,"25",10.2387945205479,187.47,"HOMBRE","MUNDIAL","TECNICO",17,24
"2364",42921.2,"21",20.5786575342466,598.5,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",32,20
"2365",23367.43,"21",11.2035623287671,241.43,"MUJER","LOCAL O REGIONAL","TECNICO",32,20
"2366",96214.39,"25",49.8704724176231,2220.88,"HOMBRE","NACIONAL","MANDO_MEDIO",8,24
"2367",57148.38,"25",29.6215223991114,989.84,"HOMBRE","NACIONAL","MANDO_MEDIO",55,24
"2368",20767.78,"30",11.0635053272451,186.78,"HOMBRE","LOCAL O REGIONAL","TECNICO",50,29
"2369",7915.71,"11",3.79520342465753,23.82,"MUJER","UNIÓN EUROPEA","TECNICO",45,10
"2370",12248.82,"16",6.02330453108535,144.5,"MUJER","UNIÓN EUROPEA","TECNICO",36,15
"2371",39157.13,"35",18.7739664383562,521.77,"MUJER","UNIÓN EUROPEA","MANDO_MEDIO",25,32
"2372",8260.31,"27",7.92084520547945,38.36,"MUJER","MUNDIAL","TECNICO",29,26
"2373",27207.32,"22",13.3790825430277,263.22,"HOMBRE","MUNDIAL","TECNICO",77,21
"2374",26862.63,"22",13.2095827186512,282.02,"HOMBRE","MUNDIAL","TECNICO",69,21
"2375",17986.39,"22",8.84472989111345,79.22,"MUJER","MUNDIAL","TECNICO",34,21
"2376",15985.55,"22",7.86082543027748,139.44,"MUJER","MUNDIAL","TECNICO",70,21
"2377",76995.67,"25",38.8586654650324,1711.96,"HOMBRE","MUNDIAL","MANDO_MEDIO",66,24
"2378",67310.05,"25",33.9704650324441,1182.88,"HOMBRE","MUNDIAL","MANDO_MEDIO",72,24
"2379",46006.15,"25",23.218677000721,562.48,"HOMBRE","MUNDIAL","MANDO_MEDIO",6,24
"2380",37845.12,"25",18.1449205479452,375.18,"HOMBRE","NACIONAL","MANDO_MEDIO",28,24
"2381",33882,"22",18.0497716894977,473.97,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",24,21
"2382",25259.28,"22",13.0925553498704,237.69,"HOMBRE","LOCAL O REGIONAL","TECNICO",10,21
"2383",32978.93,"22",17.0938548685672,354.04,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",71,21
"2384",17705.4,"22",9.17717882265828,140.72,"MUJER","LOCAL O REGIONAL","TECNICO",42,21
"2385",35263.5,"22",16.9071575342466,601.55,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",74,21
"2386",22887.29,"22",11.863089966679,246.95,"HOMBRE","LOCAL O REGIONAL","TECNICO",62,21
"2387",1108.29,"22",1.06274383561644,0,"MUJER","LOCAL O REGIONAL","TECNICO",30,21
"2388",9492.28,"25",4.66778784685634,0,"HOMBRE","LOCAL O REGIONAL","TECNICO",66,24
"2389",16330.35,"22",7.8296198630137,158.17,"MUJER","NACIONAL","TECNICO",3,21
"2390",6178.99,"30",9.87509817351598,8.66,"MUJER","LOCAL O REGIONAL","TECNICO",40,29
"2391",18368.56,"21",8.80684383561644,85.95,"HOMBRE","NACIONAL","TECNICO",73,20
"2392",22892.24,"22",10.9757315068493,254.46,"HOMBRE","NACIONAL","TECNICO",54,21
"2393",31558,"22",15.1305479452055,599.22,"HOMBRE","NACIONAL","MANDO_MEDIO",48,21
"2394",15540.84,"30",7.45108767123288,117.07,"HOMBRE","UNIÓN EUROPEA","TECNICO",10,29
"2395",9547.24,"22",4.57744383561644,209.83,"HOMBRE","NACIONAL","TECNICO",20,21
"2396",28330.44,"22",13.2517928499833,343.27,"HOMBRE","NACIONAL","TECNICO",49,21
"2397",34020.13,"26",14.4986855403349,253.26,"MUJER","MUNDIAL","MANDO_MEDIO",68,25
"2398",23585.12,"44",12.2247937800815,251.48,"MUJER","LOCAL O REGIONAL","TECNICO",34,35
"2399",19055.62,"21",9.13625616438356,203.61,"HOMBRE","NACIONAL","TECNICO",59,20
"2400",4932.33,"20",2.42545205479452,0,"HOMBRE","NACIONAL","TECNICO",17,19
"2401",30532.36,"20",14.638802739726,383.67,"HOMBRE","NACIONAL","MANDO_MEDIO",31,19
"2402",30567.56,"20",14.6556794520548,467.55,"HOMBRE","NACIONAL","MANDO_MEDIO",17,19
"2403",16409.81,"23",7.86771712328767,145.24,"MUJER","NACIONAL","TECNICO",69,22
"2404",11121.03,"23",7.10933424657534,0,"MUJER","NACIONAL","TECNICO",54,22
"2405",32224.81,"23",18.1767663174859,496.63,"HOMBRE","NACIONAL","MANDO_MEDIO",77,22
"2406",34243.26,"25",16.418001369863,395.01,"HOMBRE","NACIONAL","MANDO_MEDIO",6,24
"2407",30291.32,"25",14.8956262732701,418.8,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",7,24
"2408",40222.31,"22",19.7791478749561,649.37,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",56,21
"2409",16691,"22",8.20772743238497,91,"HOMBRE","LOCAL O REGIONAL","TECNICO",14,21
"2410",30649.64,"21",15.0718285914998,386.74,"HOMBRE","NACIONAL","MANDO_MEDIO",31,20
"2411",17378.92,"23",8.33235890410959,145.67,"MUJER","NACIONAL","TECNICO",38,22
